lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,strike_slip_rate,dip_slip_rate
134.709,32.2522,0.0,134.728,32.3912,-2.1533578,134.596,32.3207,-2.4776283,-3.4005508264112185,5.95567317244567
134.728,32.3912,-2.1533578,134.598,32.4656,-4.521741,134.596,32.3207,-2.4776283,-5.541514130253242,9.699059017450123
137.074,33.1897,-1.77536,137.214,33.2611,-2.1518443,137.039,33.2743,-3.9489243,-4.421736049229842,4.628810863729823
137.202,33.1595,0.0,137.349,33.2139,0.0,137.214,33.2611,-2.1518443,-2.3975226745823086,2.45064626976335
137.214,33.2611,-2.1518443,137.074,33.1897,-1.77536,137.202,33.1595,0.0,-2.9388863783631956,3.0687658047066155
138.499,34.3099,0.0,138.55,34.41,0.0,138.406,34.3354,-4.9582094,-2.324186664842971,2.138314904992742
138.503,34.2264,0.0,138.499,34.3099,0.0,138.406,34.3354,-4.9582094,-2.1325370309662235,1.8208393331684616
133.836,32.1868,-10.0,133.982,32.136,-6.5575368,133.96,32.2734,-10.0,-5.088850130588023,19.029015168810332
134.196,32.1115,-2.3687463,134.117,32.2049,-5.8910232,134.092,32.0476,-2.749328,-2.861842958943058,9.61855720482465
133.982,32.136,-6.5575368,134.092,32.0476,-2.749328,134.117,32.2049,-5.8910232,-3.50564728733712,12.586871487994813
134.173,31.9849,0.0,134.196,32.1115,-2.3687463,134.092,32.0476,-2.749328,-1.7692039356813953,6.027836115743581
134.092,32.0476,-2.749328,133.982,32.136,-6.5575368,133.949,31.9922,-3.3149433,-2.752598386327627,10.7959506326181
133.629,31.696,0.0,133.768,31.7644,0.0,133.66,31.8223,-2.7734885,-0.324308385790381,2.8379417435261467
134.66,32.9281,-8.3832364,134.785,33.0439,-10.0,134.627,33.022,-10.0,-21.341749619976916,26.29673398354194
132.836,31.7612,-10.0,132.984,31.6535,-6.8058928,132.986,31.8078,-10.0,2.366836283372481,5.61511591282926
132.984,31.6535,-6.8058928,132.836,31.7612,-10.0,132.876,31.6201,-7.1720434,2.7918318110076132,3.3089111479778204
134.748,32.5453,-3.6769105,134.728,32.3912,-2.1533578,134.883,32.4746,-1.4920618,-6.176467372015119,9.23825922060891
134.728,32.3912,-2.1533578,134.748,32.5453,-3.6769105,134.598,32.4656,-4.521741,-7.114730702354914,11.528533969472
136.317,33.264,-10.0,136.317,33.0998,-6.9058519,136.433,33.172,-7.2518423,-13.99816602106007,13.715461779417831
136.317,33.0998,-6.9058519,136.317,33.264,-10.0,136.17,33.2075,-10.0,-14.928463510490076,14.15131995022779
134.901,32.6858,-3.0367079,134.767,32.6697,-4.4228778,134.847,32.5963,-2.7409163,-10.67149527693846,13.772047180583392
132.984,31.5299,-4.9496297,132.849,31.519,-6.4555701,132.941,31.4353,-4.6884757,2.750396424160672,0.0026924242066463933
132.876,31.6201,-7.1720434,132.849,31.519,-6.4555701,132.984,31.5299,-4.9496297,2.9178223313962413,0.9891851412697026
136.738,33.1893,-4.9184762,136.746,33.0426,-2.2961115,136.873,33.0946,-2.3962722,-5.986039578796338,6.412667704183269
136.601,33.0906,-4.4967302,136.746,33.0426,-2.2961115,136.738,33.1893,-4.9184762,-7.219803132500159,7.65037320081401
136.606,33.385,-10.0,136.754,33.3139,-7.3437822,136.723,33.4797,-10.0,-14.605491709892693,15.664606504920307
136.587,33.2448,-7.3703064,136.754,33.3139,-7.3437822,136.606,33.385,-10.0,-13.549449756039309,14.373019397163652
136.468,33.3142,-10.0,136.587,33.2448,-7.3703064,136.606,33.385,-10.0,-14.738838189283351,15.337060341993153
133.372,31.5611,0.0,133.231,31.5642,-2.3806239,133.262,31.3855,0.0,0.5286014527161469,1.800615703391065
133.231,31.5642,-2.3806239,133.12,31.5311,-3.4678016,133.262,31.3855,0.0,1.028429787781394,2.2012630084528335
137.488,33.7704,-7.2298294,137.342,33.7108,-7.7136038,137.463,33.5829,-4.9474332,-11.559964414891809,9.31664700268249
137.342,33.7108,-7.7136038,137.302,33.601,-6.626824,137.463,33.5829,-4.9474332,-11.435257764622445,9.94019703372376
135.033,32.731,-2.9881084,135.103,32.7916,-4.259496,134.979,32.862,-5.8456225,-14.675264434074256,13.32317417252848
